gender,race,first_gen,income_quintile,in_state,legacy,gpa,sat_total,ap_courses,rec_score,interview_score,ecs_hours_per_week,intended_major,admit
M,White,0,4,1,0,3.64,1151,6,2.32,2.18,6.0,Biology,0
M,White,1,2,1,0,3.43,1185,3,3.85,3.39,1.0,CS,1
M,Black,0,3,1,0,3.15,1128,3,3.53,4.23,6.6,Biology,0
F,Black,0,5,0,0,3.42,1064,2,4.26,5.0,3.6,Engineering,0
M,AAPI,0,5,0,0,3.21,1366,7,4.08,3.58,7.4,Engineering,1
F,White,1,1,1,0,3.35,1204,2,2.7,3.59,2.9,Engineering,1
M,Hispanic,0,5,1,0,3.58,1170,7,3.5,2.41,8.9,Art,1
F,Black,0,5,1,0,3.15,1260,6,2.62,2.3,10.0,Engineering,0
M,AAPI,0,5,0,0,3.51,1254,7,3.19,3.99,6.8,CS,0
M,AAPI,1,2,0,0,2.94,1132,3,3.22,1.27,3.9,CS,0
F,Hispanic,0,3,1,0,3.91,1451,4,3.48,3.12,7.9,Humanities,1
M,Hispanic,1,1,0,0,3.43,980,1,3.57,3.94,2.2,Biology,1
M,AAPI,0,1,1,0,3.2,1039,2,4.05,3.37,4.6,CS,0
M,White,1,3,1,0,3.36,1115,5,3.04,3.56,7.1,CS,0
F,White,1,2,0,0,3.55,938,2,3.89,2.86,2.9,CS,0
M,Hispanic,1,2,1,0,3.19,854,4,3.36,2.57,4.1,Humanities,0
M,AAPI,1,2,1,1,3.52,1114,7,2.57,4.62,5.2,Art,0
F,White,0,3,1,1,3.92,1249,3,3.36,3.99,9.3,Art,1
F,White,0,1,0,0,3.02,1060,0,3.17,3.48,1.4,Economics,0
F,Hispanic,1,5,1,0,4.0,1221,5,3.0,3.22,6.9,Biology,0
M,Hispanic,0,4,1,0,3.95,1094,2,2.78,2.63,10.2,Engineering,0
F,Hispanic,0,4,1,0,3.57,1255,8,2.76,3.96,9.2,Humanities,0
M,White,1,5,0,0,3.28,1229,5,3.17,2.95,6.6,Humanities,1
M,Black,0,4,0,0,3.51,1261,3,2.88,3.16,6.6,Undeclared,1
F,Hispanic,0,2,1,0,3.23,1175,3,3.94,3.39,6.3,Undeclared,0
M,White,1,5,1,0,3.21,1285,3,2.03,3.37,8.5,Humanities,1
M,White,0,3,1,1,3.59,1360,6,3.52,4.24,9.4,Engineering,0
F,Other,0,3,1,0,3.04,1255,8,3.62,1.94,8.8,Undeclared,0
F,White,0,3,0,1,3.23,1217,1,2.87,3.05,2.5,CS,0
F,AAPI,0,1,1,0,3.13,841,5,2.96,4.51,0.4,Engineering,0
F,AAPI,1,5,0,0,2.96,1352,5,3.29,3.92,5.9,Art,1
F,Black,1,5,0,0,3.67,1163,8,3.45,3.04,2.7,Economics,1
M,White,0,4,0,0,3.35,1206,1,3.8,3.74,10.1,Engineering,1
F,Black,0,2,1,0,3.77,952,4,3.54,2.86,1.5,Economics,0
F,White,0,5,0,1,3.42,1533,4,3.29,4.37,6.9,Humanities,1
M,Hispanic,0,1,1,0,3.1,739,4,2.2,3.46,2.2,Engineering,0
M,White,1,2,1,0,2.93,1303,4,3.3,2.21,0.9,Biology,0
M,Black,0,1,0,1,3.2,1120,3,2.86,2.99,7.4,Engineering,0
M,Black,0,2,1,0,3.34,863,3,2.88,3.23,3.8,Biology,0
F,White,1,2,0,0,3.46,1355,7,3.33,3.27,9.7,Engineering,0
F,White,1,4,1,0,3.43,1257,5,3.14,3.35,10.0,Humanities,0
M,Black,0,2,1,0,4.0,800,5,3.38,3.35,5.2,Engineering,1
M,White,0,5,1,0,3.72,1206,7,5.0,3.54,2.4,Biology,0
M,White,0,2,1,0,2.97,1205,5,3.61,2.32,4.3,Humanities,0
F,White,0,3,1,0,3.02,1415,2,4.11,2.63,11.7,CS,0
M,Hispanic,0,3,1,0,3.59,1118,6,3.61,2.8,7.1,Humanities,1
M,AAPI,1,5,0,0,3.08,834,6,3.55,3.28,6.9,Engineering,0
F,White,1,4,1,0,3.62,1389,3,3.72,2.9,5.0,Biology,1
M,Other,0,5,1,0,3.87,1335,5,3.79,4.08,9.8,Humanities,1
M,White,0,5,0,0,3.83,927,10,4.02,2.43,8.5,Undeclared,0
F,White,0,1,0,0,2.89,1108,2,3.14,1.41,5.1,Art,0
F,White,0,1,1,0,3.56,1148,2,2.32,4.37,7.2,Undeclared,1
M,White,0,3,1,0,3.51,1130,5,2.42,2.35,8.7,CS,0
F,White,0,1,0,0,2.98,944,2,3.38,3.68,5.5,Biology,0
F,Black,1,3,1,0,3.27,1055,5,2.62,3.49,1.7,Humanities,1
F,White,1,3,1,0,3.49,1094,3,3.71,2.37,3.2,Humanities,0
F,Black,1,2,1,0,3.01,1145,5,4.0,2.79,3.4,Biology,0
M,White,0,1,1,0,3.35,1195,3,2.97,2.57,4.3,Engineering,0
M,White,0,5,1,0,4.0,964,9,4.23,3.49,11.3,Economics,0
F,White,0,2,0,0,3.61,1141,3,3.36,2.29,10.3,Humanities,1
M,AAPI,0,5,1,0,3.59,1333,5,3.52,3.06,8.6,Humanities,1
M,Black,0,4,0,0,3.51,1219,7,3.44,3.07,8.2,Engineering,1
F,White,1,4,1,0,3.22,1128,2,2.9,3.98,2.7,CS,0
M,White,1,4,1,0,3.23,1384,8,2.82,2.77,5.4,Art,0
F,White,0,2,1,0,2.78,1318,2,2.21,2.12,3.8,Biology,0
M,Hispanic,0,2,1,0,3.41,1079,6,2.76,2.46,3.6,Art,0
M,White,0,5,1,0,3.8,1253,8,4.78,3.49,9.0,Art,1
M,Black,0,4,1,0,3.46,1328,4,2.5,1.68,5.7,Undeclared,0
F,White,0,2,0,0,2.96,1285,3,2.49,3.86,0.5,Biology,0
M,White,0,4,1,1,3.5,1106,5,3.07,3.12,8.9,Humanities,1
F,Black,0,2,1,0,3.79,984,5,2.74,3.25,8.2,Economics,1
F,White,1,5,1,0,3.8,1268,4,3.66,3.38,8.0,CS,0
F,White,0,3,1,1,3.39,1018,4,3.08,2.47,5.6,Biology,0
M,Hispanic,0,2,1,0,4.0,858,3,3.08,2.03,3.0,Biology,0
F,White,0,4,1,0,4.0,1105,3,2.89,2.54,4.7,Engineering,0
M,White,1,4,0,0,3.19,1218,3,3.11,1.9,9.2,Biology,0
M,White,0,2,0,1,3.18,1323,4,3.31,3.18,3.3,Biology,1
F,White,0,4,1,0,3.72,1121,5,3.32,2.97,11.8,Humanities,1
F,Black,0,2,1,0,3.0,1113,2,4.39,1.67,7.6,Art,0
F,White,0,2,1,0,3.62,1152,4,3.18,2.41,6.0,Humanities,0
M,Hispanic,0,5,1,0,3.6,1174,4,3.37,3.72,14.4,Humanities,1
M,AAPI,0,4,1,0,3.61,1118,8,1.9,4.13,10.0,CS,0
F,Hispanic,0,1,1,0,3.04,1132,3,3.24,1.77,3.3,Economics,0
M,Hispanic,1,4,1,0,3.13,1017,7,2.21,4.83,3.9,Engineering,0
F,Hispanic,0,2,1,0,2.63,1023,0,3.53,2.13,4.1,Biology,0
M,AAPI,0,2,1,0,3.84,1102,4,3.29,1.54,4.9,Humanities,1
M,White,0,3,1,0,3.73,1220,5,3.78,4.41,4.1,Undeclared,1
M,White,0,3,1,0,3.64,963,4,2.92,2.17,3.2,Biology,1
M,AAPI,0,5,0,0,3.63,1222,4,3.52,4.42,8.2,Economics,1
M,White,0,3,1,0,2.59,994,4,3.71,2.47,8.2,CS,0
F,Black,0,2,0,0,3.01,1009,5,2.64,2.67,9.8,Humanities,0
F,White,1,4,1,0,3.32,1295,2,3.77,2.06,6.7,Engineering,0
F,Hispanic,0,3,0,0,2.97,1140,5,3.64,4.02,7.5,Biology,0
F,White,1,1,1,0,2.58,1284,4,3.02,3.71,0.0,Engineering,0
M,Hispanic,1,4,1,0,3.07,1175,4,4.35,2.57,8.6,CS,0
M,White,0,3,1,0,3.42,1311,4,3.61,2.94,3.5,Humanities,0
M,White,0,3,1,0,3.42,1286,4,2.3,3.53,6.8,Economics,0
F,Hispanic,0,1,0,0,3.51,1058,6,3.69,2.42,4.3,Humanities,1
M,Hispanic,1,3,0,0,4.0,931,5,2.91,4.09,5.1,Undeclared,1
F,Black,0,4,0,0,3.67,1180,3,3.88,3.02,3.1,Biology,0
F,Other,0,4,1,0,3.42,1145,4,3.58,2.68,4.9,Humanities,1
M,White,0,4,1,0,4.0,1140,3,1.81,1.83,4.4,Engineering,1
M,Hispanic,1,5,0,0,2.89,1227,1,3.86,2.17,5.8,Biology,1
M,White,0,3,1,0,2.67,972,2,3.17,3.47,9.0,Art,0
F,White,0,3,0,0,3.04,1028,4,3.02,3.19,5.1,Art,0
M,White,0,3,1,0,3.68,1033,7,3.05,3.65,4.3,Biology,1
F,White,0,2,1,0,3.38,1094,6,3.67,2.45,6.8,Humanities,0
M,AAPI,1,2,1,0,2.86,987,1,2.65,1.59,5.7,Humanities,0
M,Black,1,4,0,0,3.11,1062,3,4.07,2.7,11.6,Engineering,0
F,White,0,2,1,0,2.89,1149,2,2.29,4.53,7.7,Economics,0
F,Hispanic,0,4,1,0,3.05,1158,0,3.58,2.33,1.8,Biology,0
F,White,1,4,0,0,3.9,1161,4,3.86,3.07,8.5,CS,1
M,White,0,5,1,0,3.51,1109,7,3.95,1.27,9.3,Economics,0
F,AAPI,0,1,1,0,3.86,969,3,3.21,2.38,8.5,Undeclared,0
M,White,0,2,1,0,3.01,1416,1,3.08,2.57,4.7,Humanities,1
M,White,0,4,1,1,3.65,1122,3,3.22,3.37,9.5,Engineering,0
M,Black,1,3,1,0,3.41,845,4,2.57,2.75,4.8,Engineering,1
F,White,1,4,1,0,3.72,1233,6,2.99,1.89,7.2,Engineering,0
M,White,0,4,1,0,3.57,1121,5,2.82,2.57,4.2,CS,0
F,Black,1,5,1,0,3.83,1264,7,2.82,3.04,3.9,CS,0
M,White,0,2,1,0,3.51,1117,4,4.28,2.1,7.4,Humanities,1
M,Black,1,2,1,0,2.87,1172,4,2.17,2.22,4.9,Economics,0
M,Black,0,3,1,0,3.66,1161,2,3.98,3.8,2.8,Humanities,1
M,White,0,3,1,0,3.36,1143,3,2.56,2.5,8.0,Humanities,0
F,White,0,5,0,0,3.24,1401,3,2.89,3.55,0.8,CS,0
F,White,0,1,0,0,3.43,749,4,2.48,2.66,2.4,Undeclared,1
F,AAPI,0,2,1,0,3.64,944,3,2.53,1.92,1.0,Undeclared,0
F,White,0,5,1,0,3.39,1149,0,4.05,2.93,10.6,CS,0
F,Hispanic,1,4,0,0,3.24,923,6,3.75,3.33,5.4,CS,0
F,White,1,4,1,0,2.92,1118,7,3.26,4.49,6.7,Humanities,1
F,Black,0,2,1,1,2.69,1049,2,4.97,2.28,6.0,Economics,0
F,White,0,4,1,0,3.4,1356,6,3.39,3.03,8.8,Undeclared,1
F,White,0,2,1,0,3.6,1118,3,3.24,3.63,6.9,Engineering,1
M,White,0,4,1,0,3.28,1190,1,2.99,4.11,8.8,Humanities,0
M,AAPI,0,1,1,0,3.74,1032,7,2.62,2.28,3.7,Economics,1
F,Other,1,2,0,0,3.13,923,3,2.88,2.78,7.0,Economics,0
F,White,1,4,1,1,3.34,1310,5,4.06,3.99,4.9,Engineering,1
F,White,0,4,1,0,3.38,1389,4,3.74,3.51,5.8,Economics,0
M,White,1,5,1,0,3.83,1060,5,4.27,4.03,3.5,Biology,0
F,White,0,5,1,0,3.22,1492,6,3.07,4.14,11.8,Engineering,1
F,Hispanic,0,1,1,1,3.19,991,1,3.6,3.24,1.9,Art,0
F,Hispanic,0,1,0,0,3.0,955,6,3.28,2.91,7.9,Engineering,0
F,Hispanic,0,2,0,0,3.07,1171,5,3.46,2.36,6.5,Engineering,0
F,White,0,5,0,0,3.52,1319,6,2.98,3.0,8.1,CS,1
M,White,1,3,1,0,3.29,1130,4,2.68,2.86,6.6,Humanities,1
M,Black,0,5,1,0,3.93,1217,4,3.82,4.16,4.9,Engineering,1
M,White,0,1,0,0,3.19,1224,5,3.62,2.94,8.4,Undeclared,1
M,AAPI,0,5,0,0,3.7,1153,6,3.13,3.35,6.7,Humanities,1
M,White,1,1,1,0,3.23,1040,2,3.47,2.0,6.6,Undeclared,1
F,White,0,5,0,0,4.0,1477,3,4.22,4.16,6.2,Engineering,0
M,Hispanic,1,5,0,0,3.33,1018,2,3.28,2.59,3.7,Economics,0
M,White,1,2,0,0,3.1,1006,3,2.34,2.67,9.9,Art,1
F,Other,0,2,1,0,3.58,1274,3,2.41,3.95,3.7,Undeclared,1
M,White,1,3,1,0,3.22,1214,7,2.89,3.71,6.9,Humanities,1
F,White,1,4,1,0,3.58,1310,7,3.13,2.42,0.0,Undeclared,1
F,White,1,1,0,0,3.94,840,3,3.08,1.94,3.9,CS,0
M,White,0,2,0,0,2.93,1150,3,3.19,2.74,6.7,CS,0
M,White,0,4,1,0,4.0,1180,3,3.24,2.64,7.2,Biology,0
M,White,0,5,1,0,3.39,1583,8,3.91,2.03,7.4,Engineering,1
F,AAPI,0,1,1,0,3.71,1198,3,2.64,2.2,3.9,Undeclared,1
M,Hispanic,1,5,1,0,3.73,1227,7,4.26,1.0,9.5,CS,1
M,White,1,5,1,1,3.7,1270,8,4.21,3.92,4.1,Engineering,0
F,White,0,5,1,0,3.51,1273,4,4.02,3.87,7.0,Engineering,0
M,White,0,2,1,0,3.23,1228,2,2.8,4.03,8.8,Humanities,1
F,Black,0,4,0,0,3.18,1075,10,3.33,3.38,3.1,CS,0
F,AAPI,1,1,0,1,3.12,1216,4,3.68,2.44,3.8,Art,1
F,White,0,1,1,0,3.18,900,3,2.98,3.62,1.6,Undeclared,0
M,White,1,1,1,0,3.24,1079,6,2.68,2.24,4.9,Biology,0
F,White,0,3,1,0,2.91,1060,4,2.86,1.94,6.1,CS,1
F,White,0,4,0,0,3.44,1201,5,2.99,2.98,4.4,CS,0
F,White,1,1,0,0,3.56,1163,2,2.4,3.13,4.2,Engineering,0
F,Other,0,1,1,0,3.57,845,3,4.82,2.15,4.6,CS,0
F,White,0,2,1,0,3.33,1106,3,2.03,2.06,3.7,Biology,0
M,White,1,1,1,0,4.0,848,2,2.51,2.47,3.1,Biology,1
F,White,0,5,1,0,3.36,1226,6,3.86,3.53,6.0,Engineering,1
M,AAPI,1,1,1,0,3.14,848,2,2.69,2.68,0.0,Art,1
M,White,1,2,1,0,2.74,1118,5,2.99,5.0,7.2,Economics,0
F,White,1,2,1,0,3.11,1035,3,3.44,2.79,7.9,Economics,1
F,White,0,2,0,0,3.9,1210,0,3.82,3.5,0.8,Humanities,0
M,Black,0,5,1,0,3.43,1437,7,3.34,2.04,10.6,Art,1
F,White,1,2,1,0,2.72,1096,5,3.75,3.37,5.9,Humanities,0
F,Hispanic,0,3,1,0,3.71,1300,9,2.28,2.63,3.2,CS,1
M,White,1,3,1,0,3.47,1334,4,2.94,2.99,5.2,Biology,1
M,White,1,2,0,0,3.49,941,4,3.5,4.25,3.1,Economics,0
M,Hispanic,0,3,1,0,3.3,1376,5,4.48,2.7,8.3,Engineering,0
F,Hispanic,0,1,1,0,2.89,1080,5,2.52,1.75,2.1,Undeclared,0
M,White,1,3,0,1,3.22,978,6,2.77,2.08,11.0,Engineering,0
M,Hispanic,0,1,1,0,3.43,1127,4,3.3,2.94,7.3,Humanities,0
F,White,0,3,0,0,3.32,1140,4,3.33,3.09,2.9,Undeclared,0
M,White,1,2,1,0,3.39,898,5,2.77,2.96,9.0,Engineering,0
F,Hispanic,0,2,1,0,3.13,976,4,2.47,1.87,7.0,Biology,0
F,Black,0,1,0,0,3.34,1289,0,2.79,4.42,4.0,Engineering,0
M,White,1,5,1,1,3.49,1269,2,3.96,4.37,9.0,Humanities,1
F,AAPI,1,1,1,0,2.92,1257,3,2.9,2.9,6.4,Humanities,1
F,White,0,1,1,0,3.29,1027,3,3.8,1.58,2.5,Art,0
M,White,1,1,1,0,3.03,938,8,3.02,4.07,6.2,CS,1
M,Other,1,5,0,0,3.66,969,5,3.86,4.11,6.2,Humanities,1
M,White,0,2,1,0,3.63,1266,4,3.37,2.98,7.2,Economics,0
M,AAPI,0,3,1,0,3.58,1232,3,3.06,3.96,5.7,Biology,1
M,AAPI,1,4,0,0,2.79,1103,6,3.9,2.7,4.0,Art,0
F,AAPI,0,1,1,0,2.9,974,4,2.37,2.03,6.0,Art,1
F,White,1,1,0,1,2.9,1183,2,2.92,2.93,3.2,Humanities,0
F,Other,0,1,0,0,2.91,1035,1,2.85,1.56,4.8,CS,0
F,AAPI,0,4,1,0,3.29,1197,4,3.63,2.21,7.8,Engineering,1
M,Black,0,5,1,0,3.88,1181,4,3.88,3.64,11.3,CS,0
F,White,0,4,1,0,3.72,1163,4,2.91,3.29,5.7,Engineering,0
F,White,1,5,1,0,3.34,1307,6,2.93,2.09,5.2,Humanities,1
F,White,0,5,0,1,3.72,1042,4,3.7,2.87,11.7,Engineering,1
F,White,1,2,1,0,3.37,1106,7,2.28,1.83,4.9,Engineering,0
M,White,0,1,0,0,3.18,1194,5,3.7,2.41,3.0,Engineering,1
F,AAPI,1,1,0,0,3.52,1013,2,2.97,2.32,5.0,CS,0
F,Hispanic,1,4,0,0,3.13,1308,3,2.7,3.89,5.6,Engineering,0
F,White,0,4,0,0,3.45,1383,5,2.69,2.97,6.1,CS,1
F,White,0,5,1,0,3.19,1392,5,3.69,3.01,14.0,Economics,1
M,Black,1,3,1,0,2.98,1065,4,3.47,2.69,3.2,Engineering,0
F,White,1,5,1,0,3.01,1225,5,3.04,1.82,3.7,Engineering,0
F,Hispanic,0,5,1,0,3.21,1313,3,3.43,3.12,10.7,Biology,0
F,White,0,5,0,0,3.54,1174,5,2.82,3.59,6.7,Biology,1
M,White,1,5,1,0,3.38,1160,5,3.34,3.39,8.1,Engineering,0
M,White,0,1,1,0,3.15,1006,3,3.99,3.35,6.0,Undeclared,1
M,Hispanic,0,4,1,0,3.38,1576,5,4.68,3.69,2.4,CS,0
M,White,0,5,1,0,4.0,1227,5,3.37,4.96,10.5,Art,1
M,AAPI,0,2,0,0,2.87,1255,4,3.46,2.0,3.8,Undeclared,1
F,White,1,5,1,0,3.05,1108,5,3.74,3.39,12.0,Undeclared,0
F,White,0,2,1,0,3.02,1368,4,2.17,3.18,3.2,Art,1
M,Hispanic,1,2,0,0,3.17,1017,2,2.51,2.64,8.8,Humanities,0
F,White,0,4,1,0,3.66,1227,3,2.01,2.59,11.2,Engineering,0
M,White,0,1,1,1,3.46,828,1,3.52,3.2,3.2,Engineering,1
F,White,0,3,1,0,3.73,1331,3,4.47,3.32,5.5,Economics,1
M,Hispanic,0,5,1,0,3.52,1452,3,4.14,2.36,6.8,Economics,1
M,White,1,1,1,0,3.03,884,0,3.13,1.36,7.9,Humanities,0
F,White,1,1,1,1,3.74,1214,4,3.19,2.41,4.5,CS,1
M,Other,1,5,1,0,2.52,1043,8,3.29,2.66,8.6,Engineering,0
M,Black,0,4,1,1,3.5,1308,6,4.19,3.58,6.4,Humanities,1
M,Hispanic,0,3,0,0,3.5,1110,3,3.43,2.26,7.2,Economics,1
F,Black,0,3,1,0,4.0,1362,1,3.34,2.86,7.3,Engineering,0
F,Black,1,5,1,0,2.91,1265,6,2.84,1.83,5.8,CS,1
M,White,0,4,1,0,3.33,1350,2,3.76,1.86,11.2,Art,1
F,White,0,5,1,0,3.08,1438,5,3.41,2.58,7.1,Art,1
F,Black,0,1,1,0,2.61,1044,2,3.34,2.6,7.0,CS,0
M,Black,0,3,1,0,3.33,1171,0,3.9,2.34,2.8,Humanities,1
M,Hispanic,1,4,0,0,3.65,1004,8,2.42,3.21,8.2,CS,0
F,AAPI,0,1,0,1,3.61,1018,0,3.07,1.44,7.1,Biology,1
F,White,1,3,1,0,3.14,1410,4,3.04,2.83,6.4,Biology,0
F,White,0,1,1,0,3.47,1191,3,2.78,2.64,7.1,Biology,1
F,AAPI,0,5,1,0,3.49,1119,5,2.83,2.04,5.8,Engineering,0
M,White,0,4,1,0,3.67,1448,6,2.96,3.28,8.0,Biology,1
F,Black,1,1,1,0,3.57,1104,2,2.44,1.06,0.3,Humanities,1
F,AAPI,0,3,0,0,3.28,1266,5,3.79,2.45,6.4,Engineering,0
M,White,0,1,1,0,3.62,1154,4,3.33,3.43,2.4,Economics,1
F,AAPI,1,5,1,0,3.07,1289,3,3.68,1.42,7.1,Biology,1
F,AAPI,0,1,0,0,3.42,780,3,1.94,3.34,7.8,Undeclared,0
M,Hispanic,0,4,0,0,3.79,1350,2,4.57,2.17,11.1,Humanities,1
M,White,0,1,1,0,3.57,769,1,2.85,2.33,1.2,Art,0
M,AAPI,0,1,1,0,2.83,1227,4,4.15,3.93,7.5,Biology,0
M,White,1,5,1,0,3.42,1244,5,3.95,2.7,10.8,Engineering,0
F,White,1,2,1,0,3.36,1212,4,3.06,4.19,5.7,CS,0
M,White,1,1,1,0,3.33,1072,4,4.33,2.56,7.5,Humanities,0
M,Hispanic,1,4,0,0,3.4,1306,2,3.74,3.03,5.5,Humanities,1
M,Hispanic,1,2,1,0,3.75,1097,5,3.06,3.57,3.6,Humanities,1
M,White,0,3,0,0,2.9,1189,5,3.07,3.44,4.7,Humanities,0
M,AAPI,0,5,1,0,3.48,1322,4,4.12,3.32,9.4,CS,1
M,White,0,4,0,0,2.84,1458,4,3.08,2.73,6.6,Biology,1
F,AAPI,1,2,1,0,3.47,1179,5,2.97,1.66,3.1,Engineering,0
M,White,1,2,1,0,3.44,911,3,2.84,1.7,3.2,Biology,0
F,Black,1,2,1,0,4.0,1016,8,2.75,3.95,4.9,Humanities,1
M,White,0,4,1,0,3.84,1304,8,2.98,4.46,4.7,Economics,1
M,Black,0,4,1,0,3.6,1396,5,4.46,3.2,8.5,Economics,0
M,White,1,3,1,0,3.42,1039,4,3.9,1.58,8.7,Engineering,0
M,AAPI,0,2,0,0,3.16,1419,3,3.34,2.28,7.6,Biology,0
F,AAPI,0,1,0,0,3.24,1085,2,2.77,2.14,11.7,Engineering,0
M,White,0,5,0,1,3.61,1299,5,3.32,2.76,8.6,Economics,0
M,White,0,4,0,0,2.74,1019,6,3.18,2.39,11.0,Engineering,0
F,Hispanic,1,4,0,0,3.43,1316,2,4.47,3.52,7.0,Engineering,0
F,AAPI,1,1,1,0,3.21,988,4,3.27,3.0,3.4,Undeclared,1
F,White,1,2,1,0,3.86,991,6,3.65,4.16,5.2,Engineering,1
M,White,0,2,1,1,3.27,1086,5,3.47,2.59,5.6,Economics,1
F,White,0,3,0,0,3.08,1344,4,2.77,3.16,5.7,Economics,1
M,AAPI,1,4,1,0,3.5,1250,6,3.46,3.69,3.8,Economics,1
F,AAPI,0,5,0,0,3.54,1116,8,2.85,4.02,5.2,Humanities,1
M,White,0,3,1,0,3.35,1101,4,4.02,2.01,8.8,Economics,0
F,AAPI,1,2,1,0,2.8,1292,4,2.75,3.22,7.0,Art,0
M,Black,0,3,0,0,3.3,1117,8,2.96,3.12,10.4,CS,1
F,Black,0,4,0,0,3.23,1273,5,3.89,3.34,5.8,CS,0
M,White,1,2,1,0,3.17,1208,2,2.78,2.95,3.7,Economics,0
M,White,0,3,1,0,3.66,696,6,3.17,4.37,3.1,Biology,0
M,White,0,4,1,0,3.24,1397,6,1.82,2.39,9.4,Engineering,0
M,White,0,3,0,0,3.27,1031,3,3.11,2.24,3.8,Biology,0
F,White,1,3,0,0,3.47,1065,2,3.66,2.34,5.6,Economics,1
F,White,0,4,1,0,3.39,1436,5,3.02,2.87,7.6,Art,1
F,White,0,2,1,0,4.0,1333,4,3.54,3.13,1.3,Engineering,1
F,AAPI,0,1,0,0,3.28,1129,0,3.09,2.44,6.3,Engineering,1
M,White,1,4,0,0,2.93,1262,4,4.05,3.91,9.0,CS,0
M,Black,1,3,1,0,3.04,1277,4,2.86,3.0,6.4,Undeclared,0
M,White,0,2,1,0,2.99,1330,4,3.06,2.82,5.0,CS,0
M,AAPI,0,1,0,0,2.9,1278,4,2.22,1.74,4.3,CS,0
M,White,1,5,1,0,3.68,1245,2,3.44,4.66,10.8,Biology,1
M,Black,1,4,1,0,3.02,1082,3,3.15,3.06,6.6,Engineering,1
F,Black,1,2,1,0,3.13,1059,3,3.78,4.21,4.8,Humanities,0
F,White,1,4,0,0,3.76,1178,7,3.03,2.6,4.8,CS,0
M,AAPI,0,3,1,0,3.22,1168,9,3.05,3.66,0.0,Economics,1
M,White,0,2,0,0,3.51,963,3,2.79,2.45,7.9,Engineering,1
F,AAPI,0,2,1,0,2.73,1191,4,3.22,4.36,5.2,Economics,1
F,White,1,1,1,0,3.04,831,0,4.29,3.7,1.9,CS,1
M,White,0,5,1,0,3.25,1277,7,1.4,3.88,12.9,Engineering,1
F,White,0,5,1,0,3.66,1286,6,3.47,2.62,8.7,Art,1
F,Hispanic,1,5,1,0,3.13,1246,6,4.2,4.73,6.8,Undeclared,0
M,White,0,2,0,1,3.99,1224,1,3.04,4.53,7.7,Biology,0
M,AAPI,1,5,0,0,2.87,1306,9,3.82,2.9,8.2,Economics,1
F,White,0,2,0,0,3.67,1416,6,3.91,3.03,6.1,Humanities,1
M,White,0,5,1,0,3.87,1193,6,3.33,3.94,6.1,Humanities,1
F,White,0,1,0,0,3.3,1099,5,2.71,1.22,6.1,Economics,0
M,Hispanic,1,2,1,0,3.27,1125,4,3.76,3.82,7.3,Economics,1
F,Black,1,3,1,0,3.98,1164,6,3.6,3.82,4.2,Humanities,1
M,White,0,5,1,0,4.0,1088,3,3.46,2.75,2.9,Economics,1
F,Black,0,2,1,0,3.25,964,0,3.57,1.15,7.6,Economics,0
F,White,0,3,1,0,3.46,1176,2,3.88,3.27,7.6,Engineering,0
M,White,1,5,1,0,3.3,1009,4,3.47,2.29,9.4,Art,1
F,White,1,3,1,0,2.92,1093,3,3.48,1.73,5.8,Biology,0
F,White,1,4,1,0,3.57,1094,6,3.71,3.4,8.9,Economics,1
F,White,0,3,0,0,3.44,1108,3,3.02,4.05,4.4,Economics,0
M,Black,0,1,0,0,2.63,1219,3,3.81,2.62,3.9,Economics,0
M,White,0,2,1,0,3.48,979,1,2.58,3.85,2.6,Biology,0
M,Hispanic,0,3,1,0,3.5,1297,2,3.22,3.53,8.9,Biology,1
F,AAPI,0,1,1,0,3.03,1005,3,3.56,1.7,4.3,CS,0
F,Hispanic,0,2,1,0,3.09,1067,3,2.57,2.46,5.8,Humanities,1
F,AAPI,0,5,1,0,3.71,1330,6,4.02,4.06,8.7,CS,1
M,Hispanic,1,1,1,0,3.73,1012,4,3.21,2.35,3.5,Undeclared,1
M,White,0,2,1,0,3.46,1005,7,4.0,3.56,7.3,Undeclared,1
M,White,1,4,1,0,3.68,1133,5,3.77,2.77,10.6,Art,1
M,White,1,3,1,0,3.04,891,8,3.2,3.58,8.1,CS,0
F,Hispanic,0,2,0,1,3.13,1158,4,3.49,3.24,0.9,CS,0
M,White,0,1,0,0,3.4,626,4,3.26,2.6,4.7,Economics,0
F,AAPI,1,5,1,0,3.01,1354,8,4.71,3.75,7.7,CS,1
F,Black,0,3,1,1,3.47,1261,6,3.5,1.27,9.1,Undeclared,0
F,White,0,3,1,0,3.57,1399,3,3.22,2.13,4.6,Humanities,1
F,Hispanic,0,1,1,0,3.23,1390,5,2.98,2.43,1.8,Art,1
F,White,1,2,0,0,3.31,1201,3,3.31,3.84,7.0,Undeclared,1
F,White,1,1,1,0,3.19,962,4,2.42,1.64,4.1,Undeclared,0
F,AAPI,1,5,1,0,3.27,1534,6,3.27,3.17,5.7,CS,0
M,White,1,4,1,0,3.0,1018,7,2.79,3.35,5.8,Undeclared,1
F,White,0,3,0,0,3.32,884,5,2.77,3.2,2.5,CS,0
F,White,1,4,1,0,3.87,1444,2,3.88,3.02,6.9,Humanities,1
M,White,1,1,1,0,3.53,1134,7,3.12,2.3,3.3,Humanities,1
M,Black,0,5,1,0,3.44,1002,7,3.05,3.0,8.9,Engineering,0
